House,797500,01/04/2017,6.7
Townhouse,490000,01/04/2017,6.7
Unit,960000,01/04/2017,2
House,356500,01/04/2017,20.6
House,580500,01/04/2017,20.6
House,573000,01/04/2017,20.6
Townhouse,385000,01/04/2017,20.6
House,475000,01/04/2017,34.7
House,746000,01/04/2017,23
House,965000,01/04/2017,23
House,455500,01/04/2017,14
House,610000,01/04/2017,24.7
Unit,307000,01/04/2017,24.7
House,1610000,01/04/2017,7.9
House,589000,01/04/2017,14.8
House,603000,01/04/2017,14.8
House,335000,01/04/2017,18
House,920000,01/04/2017,22.2
House,770000,01/04/2017,22.2
House,1140000,01/04/2017,22.2
House,910000,01/04/2017,22.2
House,883850,01/04/2017,22.2
House,1556000,01/04/2017,12.4
House,1249000,01/04/2017,14.3
Townhouse,950000,01/04/2017,14.3
Townhouse,820000,01/04/2017,14.3
House,1730000,01/04/2017,14.3
House,1260000,01/04/2017,16.1
House,1820000,01/04/2017,8.9
House,4150000,01/04/2017,1.3
House,1130000,01/04/2017,27
Townhouse,1683000,01/04/2017,7.2
House,900000,01/04/2017,18
House,837000,01/04/2017,18
House,1000000,01/04/2017,18
Unit,800000,01/04/2017,7.2
Unit,805000,01/04/2017,7.2
House,2985000,01/04/2017,7.2
House,690000,01/04/2017,28.5
House,497000,01/04/2017,19.6
House,507500,01/04/2017,19.6
House,1010000,01/04/2017,19.6
House,1930000,01/04/2017,7.5
House,1399000,01/04/2017,7.5
House,1512000,01/04/2017,7.5
Unit,552000,01/04/2017,7.5
Unit,860000,01/04/2017,7.5
House,946000,01/04/2017,8.2
House,1430000,01/04/2017,7.5
House,635000,01/04/2017,13.1
House,705000,01/04/2017,13.1
Townhouse,625000,01/04/2017,13.1
House,691000,01/04/2017,24.8
House,815000,01/04/2017,24.8
House,730000,01/04/2017,24.8
House,1890000,01/04/2017,3.6
House,1454000,01/04/2017,3.6
House,2061000,01/04/2017,3.6
Unit,995000,01/04/2017,3.6
House,3259000,01/04/2017,3.6
House,1325000,01/04/2017,3.6
Townhouse,771000,01/04/2017,5.1
House,1260000,01/04/2017,15.4
House,508000,01/04/2017,38
House,501500,01/04/2017,38
House,450000,01/04/2017,36.9
House,650000,01/04/2017,12.9
House,3730000,01/04/2017,7.3
House,1225000,01/04/2017,7.3
House,1716000,01/04/2017,16.7
House,1467000,01/04/2017,16.7
House,1311000,01/04/2017,16.7
Townhouse,582000,01/04/2017,11.2
House,536000,01/04/2017,12.9
House,696000,01/04/2017,12.9
House,757000,01/04/2017,16.1
House,768000,01/04/2017,16.1
House,812000,01/04/2017,16.1
House,782000,01/04/2017,16.1
House,725000,01/04/2017,16.1
House,680000,01/04/2017,16.1
House,882000,01/04/2017,16.1
House,632000,01/04/2017,20.4
House,812000,01/04/2017,11.2
House,837000,01/04/2017,11.2
House,2288500,01/04/2017,13.8
Unit,750000,01/04/2017,13.8
Townhouse,1510000,01/04/2017,13.8
Unit,855000,01/04/2017,5.3
Unit,490000,01/04/2017,5.3
Unit,600000,01/04/2017,5.3
Unit,975000,01/04/2017,5.3
Unit,655000,01/04/2017,8.9
House,1420000,01/04/2017,8.9
House,786000,01/04/2017,8.8
House,959000,01/04/2017,8.8
House,720000,01/04/2017,8.8
House,1322000,01/04/2017,16
House,612500,01/04/2017,18
House,715000,01/04/2017,18.4
House,686500,01/04/2017,18.4
House,1065000,01/04/2017,12.3
House,1355000,01/04/2017,12.3
House,1145000,01/04/2017,12.3
House,792000,01/04/2017,7.8
House,1977000,01/04/2017,7.8
House,1781000,01/04/2017,7.8
House,575000,01/04/2017,14
House,542000,01/04/2017,14
House,569000,01/04/2017,15.5
House,950000,01/04/2017,11.7
House,850000,01/04/2017,11.7
House,756000,01/04/2017,11.7
Unit,680000,01/04/2017,11.7
House,1103000,01/04/2017,3.4
House,901000,01/04/2017,3.4
Unit,653000,01/04/2017,5.4
House,2000000,01/04/2017,5.4
House,1610000,01/04/2017,5.4
House,1770000,01/04/2017,7.3
House,592000,01/04/2017,16.3
Unit,710000,01/04/2017,12.7
House,915000,01/04/2017,12.7
House,1350000,01/04/2017,5.9
Unit,450000,01/04/2017,5.9
House,2000000,01/04/2017,8.4
House,813000,01/04/2017,4.3
Unit,330000,01/04/2017,4.3
House,1265000,01/04/2017,11.4
House,520000,01/04/2017,17.4
Unit,605000,01/04/2017,0
House,431000,01/04/2017,31.7
House,1300000,01/04/2017,20
Unit,337000,01/04/2017,20
House,525500,01/04/2017,25.9
Unit,800000,01/04/2017,3
House,425000,01/04/2017,17.9
House,595500,01/04/2017,17.9
House,660000,01/04/2017,17.9
House,725000,01/04/2017,16.2
House,1180000,01/04/2017,6.2
House,910000,01/04/2017,6.2
House,887500,01/04/2017,6.2
House,1143000,01/04/2017,6.2
House,1117500,01/04/2017,6.2
House,1330000,01/04/2017,6.2
House,800000,01/04/2017,14.3
House,1410000,01/04/2017,14.3
Townhouse,457500,01/04/2017,14.3
House,778000,01/04/2017,26.5
Townhouse,822000,01/04/2017,21.5
House,895000,01/04/2017,21.5
Unit,568888,01/04/2017,14.2
House,3105000,01/04/2017,14.2
House,1500000,01/04/2017,14.2
Townhouse,1030000,01/04/2017,14.2
House,1360000,01/04/2017,14.2
House,1780000,01/04/2017,14.2
House,630000,01/04/2017,18.8
House,925000,01/04/2017,18.8
House,868000,01/04/2017,18.8
House,880000,01/04/2017,18.8
House,920000,01/04/2017,18.8
Unit,586500,01/04/2017,10.1
House,1270000,01/04/2017,6.2
House,710000,01/04/2017,22.7
House,1815000,01/04/2017,1.8
House,1332000,01/04/2017,5.3
House,685000,01/04/2017,15.4
House,1185000,01/04/2017,15.4
House,806000,01/04/2017,15.4
House,857000,01/04/2017,11.2
House,945000,01/04/2017,11.2
Townhouse,986000,01/04/2017,12.3
House,1120000,01/04/2017,15.5
Unit,420000,01/04/2017,11.4
Townhouse,1100000,01/04/2017,11.4
House,378000,01/04/2017,47.3
House,1260000,01/04/2017,21.5
House,1200000,01/04/2017,21.5
Unit,669000,01/04/2017,21.5
Unit,668000,01/04/2017,1.8
House,945000,01/04/2017,8.5
House,1510000,01/04/2017,8.5
Unit,760000,01/04/2017,8.5
House,930000,01/04/2017,8.5
Townhouse,645000,01/04/2017,31.2
Unit,625000,01/04/2017,3.5
House,1400000,01/04/2017,3.5
Unit,505000,01/04/2017,3.5
House,1650000,01/04/2017,3.5
Unit,311000,01/04/2017,4.6
House,1325000,01/04/2017,4.6
Unit,940000,01/04/2017,4.6
Townhouse,893000,01/04/2017,8.4
House,1239500,01/04/2017,8.4
House,530000,01/04/2017,8.4
House,610000,01/04/2017,12
House,710000,01/04/2017,12
Unit,560000,01/04/2017,12
House,846000,01/04/2017,12
Townhouse,655000,01/04/2017,12
House,520000,01/04/2017,12
House,886500,01/04/2017,12
House,1110000,01/04/2017,2.4
Unit,906000,01/04/2017,2.4
Unit,550000,01/04/2017,2.4
House,1619000,01/04/2017,2.4
House,410000,01/04/2017,47.4
House,739000,01/04/2017,19.9
House,901000,01/04/2017,21.3
House,700000,01/04/2017,21.3
House,805000,01/04/2017,19.9
House,868200,01/04/2017,23.5
House,462000,01/04/2017,20.6
House,448000,01/04/2017,20.6
House,393500,01/04/2017,20.6
House,821000,01/04/2017,22.2
House,701000,01/04/2017,35.4
House,865500,01/04/2017,5.1
Unit,362000,01/04/2017,5.1
Unit,651000,01/04/2017,1.9
House,711000,01/04/2017,20.5
House,920000,01/04/2017,20.5
House,706000,01/04/2017,20.5
Unit,705000,01/04/2017,2.7
Unit,392000,01/04/2017,2.7
House,860000,01/04/2017,20.8
House,605000,01/04/2017,14
Unit,640000,01/04/2017,5
Unit,501500,01/04/2017,5
Townhouse,890000,01/04/2017,8.2
House,1301000,01/04/2017,8.2
House,890000,01/04/2017,10.5
House,732000,01/04/2017,10.5
House,861800,01/04/2017,10.5
House,1600000,01/04/2017,10.2
House,593000,01/04/2017,18
House,547000,01/04/2017,18
House,645500,01/04/2017,15.5
House,1952000,01/04/2017,15.5
House,1175000,01/04/2017,15.5
House,1750000,01/04/2017,15.5
House,1380000,01/04/2017,15.5
Townhouse,965000,01/04/2017,15.5
House,1310000,01/04/2017,12.4
House,1150000,01/04/2017,12.4
House,1255000,01/04/2017,12.4
House,1351000,01/04/2017,12.4
House,580000,01/04/2017,15.3
House,745000,01/04/2017,15.3
House,576000,01/04/2017,15.3
Unit,517000,01/04/2017,15.3
House,525000,01/04/2017,15.3
House,1260000,01/04/2017,7
House,1651118,01/04/2017,7
Unit,1850000,01/04/2017,4.1
Unit,855000,01/04/2017,4.1
House,695000,01/04/2017,12.9
House,560000,01/04/2017,12.9
House,921000,01/04/2017,14.7
House,1390000,01/04/2017,14.7
House,730000,01/04/2017,21.1
House,700000,01/04/2017,14.7
House,452000,01/04/2017,14.7
House,720000,01/04/2017,6.4
House,975000,01/04/2017,6.4
House,930000,01/04/2017,6.4
Unit,315000,01/04/2017,3.1
House,1185000,01/04/2017,16.7
House,1050000,01/04/2017,16.7
House,1700000,01/04/2017,6.8
House,1621000,01/04/2017,6.8
House,1670000,01/04/2017,4.6
Unit,652000,01/04/2017,4.6
House,660000,01/04/2017,25.5
House,472500,01/04/2017,25.5
House,380000,01/04/2017,27.2
House,1550000,01/04/2017,6.3
House,1350000,01/07/2017,3
Unit,593000,01/07/2017,10.4
House,640000,01/07/2017,10.4
House,961000,01/07/2017,10.4
House,1535000,01/07/2017,3
House,570000,01/07/2017,10.5
House,2345000,01/07/2017,5.7
House,900000,01/07/2017,9.4
House,480000,01/07/2017,12.8
House,950000,01/07/2017,4.3
House,1225000,01/07/2017,10.2
House,1025000,01/07/2017,16.5
Unit,622000,01/07/2017,9.5
House,2160000,01/07/2017,9.7
Townhouse,640000,01/07/2017,23.2
House,1800000,01/07/2017,17.3
House,1823000,01/07/2017,17.3
House,2000000,01/07/2017,17.3
House,1365000,01/07/2017,11.4
House,1220000,01/07/2017,13.8
Unit,1095000,01/07/2017,13.4
House,1020000,01/07/2017,13.4
House,642000,01/07/2017,25
House,840000,01/07/2017,16.1
House,2650000,01/07/2017,10.5
Townhouse,465000,01/07/2017,14
House,518500,01/07/2017,14
Unit,665000,01/07/2017,6.4
Unit,692000,01/07/2017,5.2
House,1305000,01/07/2017,4
House,1100000,01/07/2017,5.2
House,573000,01/07/2017,5.2
House,1060000,01/07/2017,10.8
House,805000,01/07/2017,12.1
House,682000,01/07/2017,12.1
Townhouse,510000,01/07/2017,12.1
House,535000,01/07/2017,14.8
House,1180000,01/07/2017,14.7
Unit,677000,01/07/2017,7.7
Unit,816000,01/07/2017,8.4
Unit,620000,01/07/2017,1.6
House,1760000,01/07/2017,1.6
Unit,1091500,01/07/2017,8.7
House,1140000,01/07/2017,17.9
Townhouse,950000,01/07/2017,17.9
House,1171000,01/07/2017,17.9
Unit,425000,01/07/2017,17.9
House,1116000,01/07/2017,17.9
Unit,1030000,01/07/2017,3.6
Unit,620000,01/07/2017,6.7
House,1077000,01/07/2017,6.7
House,607000,01/07/2017,20.6
House,515500,01/07/2017,20.6
House,509500,01/07/2017,20.6
House,660000,01/07/2017,20.6
House,572000,01/07/2017,34.7
House,932000,01/07/2017,23
Unit,566100,01/07/2017,23
House,875000,01/07/2017,23
House,585000,01/07/2017,24.7
Unit,348000,01/07/2017,24.7
House,627000,01/07/2017,24.7
House,621000,01/07/2017,21.8
Unit,612000,01/07/2017,22.2
Townhouse,945000,01/07/2017,12.4
House,2705000,01/07/2017,16.1
Townhouse,818000,01/07/2017,16.1
House,530500,01/07/2017,25.9
House,1092000,01/07/2017,27
House,975000,01/07/2017,18
House,805000,01/07/2017,18
House,770000,01/07/2017,18
Unit,425000,01/07/2017,7.2
Unit,437000,01/07/2017,19.6
House,660000,01/07/2017,19.6
House,1325000,01/07/2017,7.5
Unit,310000,01/07/2017,7.5
Townhouse,864000,01/07/2017,7.5
Unit,291000,01/07/2017,7.5
House,515000,01/07/2017,28.8
House,580000,01/07/2017,28.8
House,1550000,01/07/2017,5.7
House,672000,01/07/2017,13.1
House,720000,01/07/2017,13.1
Unit,414000,01/07/2017,24.8
House,1852000,01/07/2017,3.6
House,1100000,01/07/2017,3.6
Townhouse,815000,01/07/2017,5.1
House,1372000,01/07/2017,15.4
Townhouse,850500,01/07/2017,15.4
Unit,400000,01/07/2017,38
House,640000,01/07/2017,38
House,611000,01/07/2017,36.9
House,755000,01/07/2017,38
House,625000,01/07/2017,12.9
House,1910000,01/07/2017,7.3
Unit,523000,01/07/2017,7.3
House,1250000,01/07/2017,16.7
Townhouse,460000,01/07/2017,11.2
Townhouse,595000,01/07/2017,11.2
Townhouse,525000,01/07/2017,11.2
House,990000,01/07/2017,16.1
House,645000,01/07/2017,16.1
Unit,695000,01/07/2017,16.1
Unit,500000,01/07/2017,11.2
House,662500,01/07/2017,32.3
House,1140000,01/07/2017,13.8
Unit,395000,01/07/2017,5.3
Unit,1000000,01/07/2017,5.3
Unit,450000,01/07/2017,5.3
House,2900000,01/07/2017,5.3
Unit,820000,01/07/2017,5.3
House,790000,01/07/2017,8.8
House,726500,01/07/2017,8.8
House,710000,01/07/2017,8.8
Unit,645000,01/07/2017,16
House,471000,01/07/2017,18.4
House,683000,01/07/2017,18.4
House,440000,01/07/2017,18.4
House,750000,01/07/2017,12.3
Townhouse,390000,01/07/2017,14
House,506000,01/07/2017,15.5
House,810000,01/07/2017,15.5
House,605000,01/07/2017,15.5
Townhouse,967000,01/07/2017,3.4
House,758000,01/07/2017,5.4
Unit,862000,01/07/2017,7.3
House,965000,01/07/2017,25.2
House,761000,01/07/2017,25.2
House,1020000,01/07/2017,6.4
House,750000,01/07/2017,16.3
House,635000,01/07/2017,16.3
Unit,410000,01/07/2017,16.3
House,880000,01/07/2017,14.6
House,597500,01/07/2017,33.8
Unit,640000,01/07/2017,12.7
Townhouse,520000,01/07/2017,6.4
Townhouse,895000,01/07/2017,6.4
House,2110000,01/07/2017,8.4
House,365000,01/07/2017,29.8
Townhouse,705000,01/07/2017,20
House,670000,01/07/2017,25.9
House,520500,01/07/2017,25.9
Unit,460000,01/07/2017,17.9
House,610000,01/07/2017,17.9
House,950000,01/07/2017,17.2
Townhouse,715000,01/07/2017,17.2
House,2320000,01/07/2017,10.2
House,2752000,01/07/2017,10.2
House,655000,01/07/2017,16.2
House,1810000,01/07/2017,6.2
House,1020000,01/07/2017,6.2
House,1250000,01/07/2017,6.2
House,1225000,01/07/2017,21.5
House,1205000,01/07/2017,14.2
House,1720000,01/07/2017,14.2
House,1600000,01/07/2017,14.2
House,944000,01/07/2017,14.2
House,1385000,01/07/2017,14.2
House,1280000,01/07/2017,14.2
House,710000,01/07/2017,6.2
House,1330000,01/07/2017,6.2
Unit,466500,01/07/2017,22.7
Unit,550000,01/07/2017,1.8
House,962000,01/07/2017,1.8
Townhouse,936000,01/07/2017,1.8
House,1605000,01/07/2017,5.3
House,1415000,01/07/2017,5.3
Unit,390000,01/07/2017,5.3
Unit,637000,01/07/2017,15.4
House,1100000,01/07/2017,15.4
House,926000,01/07/2017,15.4
Townhouse,610000,01/07/2017,11.2
House,1525000,01/07/2017,12.3
Unit,454000,01/07/2017,11.4
Unit,562000,01/07/2017,11.4
Townhouse,1000000,01/07/2017,21.5
House,985000,01/07/2017,21.5
House,820000,01/07/2017,21.5
House,1501000,01/07/2017,8.5
House,1663000,01/07/2017,8.5
House,660000,01/07/2017,14.7
House,663500,01/07/2017,14.7
Unit,1631000,01/07/2017,3.5
House,1665000,01/07/2017,3.5
Unit,399000,01/07/2017,4.6
Unit,1240000,01/07/2017,4.6
House,727500,01/07/2017,8.4
Townhouse,965000,01/07/2017,8.4
House,2530000,01/07/2017,3.5
House,1930000,01/07/2017,3.5
House,560000,01/07/2017,12
House,680500,01/07/2017,12
House,902000,01/07/2017,12
House,825000,01/07/2017,12
Townhouse,668500,01/07/2017,12
House,1165000,01/07/2017,2.4
House,1310000,01/07/2017,2.4
Unit,458000,01/07/2017,2.4
House,1442000,01/07/2017,2.4
Unit,560000,01/07/2017,21.3
House,1101000,01/07/2017,8.9
House,870000,01/07/2017,23.5
House,420000,01/07/2017,20.6
Unit,643500,01/07/2017,15.2
House,625000,01/07/2017,15.5
House,610000,01/07/2017,35.4
House,565000,01/07/2017,35.4
Unit,572000,01/07/2017,35.4
Townhouse,1090000,01/07/2017,11
House,750000,01/07/2017,5.1
House,1030000,01/07/2017,1.9
Unit,386000,01/07/2017,20.5
Unit,857000,01/07/2017,2.7
House,1160000,01/07/2017,2.7
Unit,1235000,01/07/2017,2.7
House,752500,01/07/2017,20.8
House,565000,01/07/2017,14
House,801000,01/07/2017,16.1
Unit,525000,01/07/2017,5
House,646000,01/07/2017,8.2
House,635500,01/07/2017,8.2
House,580000,01/07/2017,31.7
House,413000,01/07/2017,31.7
House,420000,01/07/2017,31.7
House,650000,01/07/2017,31.7
Townhouse,525000,01/07/2017,10.5
House,765000,01/07/2017,10.5
House,1385000,01/07/2017,10.2
House,417000,01/07/2017,18
House,451500,01/07/2017,18.4
House,526000,01/07/2017,18.4
House,605500,01/07/2017,18
House,427500,01/07/2017,15.5
Unit,542000,01/07/2017,15.3
House,2800000,01/07/2017,4.1
House,821000,01/07/2017,12.9
Townhouse,917000,01/07/2017,17.2
House,1115000,01/07/2017,8.9
House,510000,01/07/2017,14.7
House,645000,01/07/2017,14.7
House,427000,01/07/2017,14.7
House,600000,01/07/2017,14.7
House,355000,01/07/2017,14.7
House,876000,01/07/2017,6.4
House,578000,01/07/2017,16.5
House,510000,01/07/2017,17.6
Unit,390000,01/07/2017,25.5
House,525000,01/07/2017,25.5
House,480000,01/07/2017,27.2
House,471100,01/07/2017,27.2
Unit,507000,03/06/2017,7.5
House,845000,03/06/2017,10.4
House,1250000,03/06/2017,10.4
Unit,905000,03/06/2017,10.4
House,1026000,03/06/2017,10.4
Unit,850000,03/06/2017,10.4
House,2905000,03/06/2017,3
House,1380000,03/06/2017,3
House,2120000,03/06/2017,3
House,2015000,03/06/2017,3
House,787000,03/06/2017,10.5
House,2220000,03/06/2017,5.7
Unit,415000,03/06/2017,15.5
House,826000,03/06/2017,9.4
House,585000,03/06/2017,9.4
Unit,700500,03/06/2017,6.3
House,2385000,03/06/2017,6.3
House,4100000,03/06/2017,6.3
Townhouse,1655000,03/06/2017,10.2
House,1800000,03/06/2017,10.2
House,2405000,03/06/2017,10.2
House,1385000,03/06/2017,21.5
House,945000,03/06/2017,9.5
Unit,290000,03/06/2017,6.4
Townhouse,1810000,03/06/2017,7.9
House,1593000,03/06/2017,9.7
House,1310000,03/06/2017,9.7
House,930000,03/06/2017,23.2
House,700000,03/06/2017,23.2
Townhouse,860000,03/06/2017,23.2
House,1470000,03/06/2017,17.3
House,930000,03/06/2017,11.4
House,1500000,03/06/2017,11.4
House,1580000,03/06/2017,13.8
Townhouse,935000,03/06/2017,13.8
House,1620000,03/06/2017,13.8
House,1580000,03/06/2017,13.8
House,1315000,03/06/2017,13.8
House,1590000,03/06/2017,13.8
House,2520000,03/06/2017,17.3
House,1695000,03/06/2017,13.4
House,1581000,03/06/2017,13.4
House,836000,03/06/2017,27
Unit,637000,03/06/2017,16.1
Unit,1336000,03/06/2017,10.5
House,1935000,03/06/2017,10.5
House,2250000,03/06/2017,10.5
Unit,897000,03/06/2017,10.5
Townhouse,890000,03/06/2017,5.2
House,1315000,03/06/2017,5.2
House,730000,03/06/2017,5.2
Unit,300000,03/06/2017,5.2
House,920000,03/06/2017,5.2
Unit,570000,03/06/2017,4
Townhouse,1010000,03/06/2017,4
House,1105000,03/06/2017,4
House,1325000,03/06/2017,5.2
House,1160000,03/06/2017,10.8
House,1320000,03/06/2017,10.8
House,750000,03/06/2017,12.1
House,780000,03/06/2017,12.1
House,620000,03/06/2017,12.1
Unit,700000,03/06/2017,10.4
House,1032000,03/06/2017,14.7
House,1041000,03/06/2017,7.7
House,2960000,03/06/2017,7.7
House,3050000,03/06/2017,7.7
Townhouse,1171000,03/06/2017,7.7
House,1501000,03/06/2017,3.5
House,1570000,03/06/2017,10.1
Unit,1275000,03/06/2017,10.1
Unit,1181000,03/06/2017,10.1
House,1435000,03/06/2017,10.1
Unit,350000,03/06/2017,10.1
House,600000,03/06/2017,14.8
Unit,529000,03/06/2017,31.2
House,881000,03/06/2017,31.2
Unit,665000,03/06/2017,7.8
House,674000,03/06/2017,11.7
House,840000,03/06/2017,27
Unit,598000,03/06/2017,27
Townhouse,745000,03/06/2017,17.9
House,740000,03/06/2017,17.9
House,1480000,03/06/2017,17.9
House,1240000,03/06/2017,17.9
Unit,850000,03/06/2017,17.9
House,840000,03/06/2017,17.5
House,880000,03/06/2017,6.7
House,1525000,03/06/2017,6.7
House,960000,03/06/2017,6.7
House,1600000,03/06/2017,6.7
House,867000,03/06/2017,6.7
House,690000,03/06/2017,6.7
Unit,561000,03/06/2017,2
House,725000,03/06/2017,20.6
House,675500,03/06/2017,20.6
House,465000,03/06/2017,20.6
House,667000,03/06/2017,20.6
House,877500,03/06/2017,23
House,730000,03/06/2017,23
House,535000,03/06/2017,14
House,678000,03/06/2017,24.7
House,595000,03/06/2017,24.7
House,816000,03/06/2017,22.2
House,1370000,03/06/2017,12.4
Townhouse,882000,03/06/2017,12.4
House,1760000,03/06/2017,14.3
House,1662000,03/06/2017,14.3
House,716000,03/06/2017,7.2
House,975000,03/06/2017,18
House,842000,03/06/2017,18
Unit,480000,03/06/2017,7.2
Unit,696750,03/06/2017,7.2
House,652500,03/06/2017,19.6
House,540000,03/06/2017,19.6
House,555000,03/06/2017,19.6
House,620000,03/06/2017,19.6
House,598000,03/06/2017,19.6
House,556000,03/06/2017,19.6
House,650000,03/06/2017,19.6
Unit,762000,03/06/2017,7.5
House,1025000,03/06/2017,7.5
House,1360000,03/06/2017,7.5
House,1320000,03/06/2017,7.5
Unit,786000,03/06/2017,7.5
House,2210000,03/06/2017,7.5
House,1520000,03/06/2017,7.5
Townhouse,806000,03/06/2017,7.5
House,1200000,03/06/2017,5.7
House,700000,03/06/2017,13.1
House,712000,03/06/2017,13.1
House,775000,03/06/2017,13.1
House,821000,03/06/2017,13.1
House,663500,03/06/2017,24.8
House,805000,03/06/2017,24.8
House,1290000,03/06/2017,3.4
House,2268000,03/06/2017,3.4
Unit,605000,03/06/2017,5.1
Unit,764000,03/06/2017,15.4
House,650000,03/06/2017,38
House,495000,03/06/2017,38
House,700000,03/06/2017,38
House,1890000,03/06/2017,7.3
House,1750000,03/06/2017,16.7
Unit,1100000,03/06/2017,16.7
House,695000,03/06/2017,11.2
House,817000,03/06/2017,16.1
House,760000,03/06/2017,16.1
House,680000,03/06/2017,20.4
House,1170000,03/06/2017,20.4
House,731000,03/06/2017,11.2
House,827000,03/06/2017,11.2
Townhouse,627000,03/06/2017,11.2
House,680000,03/06/2017,32.3
Unit,690000,03/06/2017,5.3
Unit,1022000,03/06/2017,5.3
House,5510000,03/06/2017,5.3
House,3335000,03/06/2017,5.3
Unit,560000,03/06/2017,5.3
Unit,970000,03/06/2017,5.3
House,1790000,03/06/2017,5.3
Unit,805000,03/06/2017,5.3
House,1875000,03/06/2017,6.2
House,2320000,03/06/2017,6.2
House,1237000,03/06/2017,6.2
Townhouse,1465000,03/06/2017,6.2
House,850000,03/06/2017,21.3
House,520000,03/06/2017,18.4
House,530000,03/06/2017,18.4
House,515000,03/06/2017,18.4
House,1305000,03/06/2017,18.4
House,555500,03/06/2017,18.4
House,460000,03/06/2017,18.4
House,770000,03/06/2017,12.3
House,1000000,03/06/2017,12.3
Unit,910000,03/06/2017,7.8
Unit,535000,03/06/2017,7.8
Townhouse,855000,03/06/2017,3.4
Unit,630000,03/06/2017,5.4
Townhouse,942000,03/06/2017,5.4
House,912500,03/06/2017,5.4
Unit,515000,03/06/2017,5.4
Unit,672000,03/06/2017,5.4
House,1280000,03/06/2017,5.4
House,2162000,03/06/2017,7.3
House,2260000,03/06/2017,7.3
House,745000,03/06/2017,25.2
House,521000,03/06/2017,16.3
House,1081000,03/06/2017,12.7
House,795000,03/06/2017,12.7
House,740000,03/06/2017,12.7
Townhouse,910000,03/06/2017,5.9
Unit,592000,03/06/2017,5.9
Unit,455000,03/06/2017,5.9
House,2355000,03/06/2017,8.4
House,2265000,03/06/2017,8.4
House,1780000,03/06/2017,8.4
Unit,585000,03/06/2017,4.3
House,940000,03/06/2017,4.3
House,400000,03/06/2017,31.7
House,355000,03/06/2017,29.8
House,355000,03/06/2017,31.7
House,885000,03/06/2017,20
House,487500,03/06/2017,25.9
House,2010000,03/06/2017,3
House,732000,03/06/2017,17.9
House,720000,03/06/2017,17.9
House,556500,03/06/2017,17.9
House,566000,03/06/2017,17.9
Unit,569000,03/06/2017,16.2
Unit,1100000,03/06/2017,6.2
House,1090500,03/06/2017,14.3
